Organization ID,Organization Name,address,State,Zip Code,summary
6836,The Lighthouse Foundation,821 E BRADY ST,PA,16001,TH
6836,The Lighthouse Foundation,90 KAUFMAN DR,PA,16001,TH
6843,The Neighborhood Center,1175 W MINNESOTA AVE,FL,32720,PSH
6843,The Neighborhood Center,121 N STONE ST,FL,32720,OPH
6843,The Neighborhood Center,122 W EUCLID AVE,FL,32720,"PSH, TH"
6843,The Neighborhood Center,201 KENSINGTON AVE,FL,32724,TH
6843,The Neighborhood Center,214 W HIGHLAND AVE,FL,32720,TH
6843,The Neighborhood Center,434 S WOODLAND BLVD,FL,32720,"ES, PSH, RRH"
6843,The Neighborhood Center,434 S. WOODLAND AVE.,FL,32720,PSH
6843,The Neighborhood Center,434 S. WOODLAND BLVD.,FL,32720,TH
6843,The Neighborhood Center,437 S WOODLAND BLVD,FL,32720,TH
6843,The Neighborhood Center,440 S HOLLY AVE,FL,32763,OPH
6843,The Neighborhood Center,533 E NEW YORK AVE,FL,32724,OPH
6843,The Neighborhood Center,650 MULBERRY LN,FL,32724,OPH
6843,The Neighborhood Center,707 E NEW ST,FL,32724,OPH
6843,The Neighborhood Center,718 BROOKS AVE.,FL,32720,OPH
6843,The Neighborhood Center,718 S BROOK,FL,32720,OPH
6843,The Neighborhood Center,916 AMELIA AVE.,FL,32720,OPH
6844,Open Hearth Association,437 SHELDON ST,CT,6106,ES
6850,The Psychological Center,19 WINTER ST,MA,1841,ES
6851,The Relatives,1100 EAST BLVD,NC,28203,ES
6852,The Salvation Army,1601 HUNTSVILLE RD,AL,35630,ES
6853,The Salvation Army,501 E 12TH AVE,AR,71601,ES
6854,The Salvation Army,318 E HAYES ST,OK,73069,ES
6856,The Salvation Army of Corpus Christi,501 JOSEPHINE ST,TX,78401,ES
6856,The Salvation Army of Corpus Christi,513 JOSEPHINE ST,TX,78401,"PSH, RRH, TH"
6858,The Shepherd's House,145 NE REVERE AVE,OR,97701,TH
6858,The Shepherd's House,1854 NE DIVISION ST,OR,97701,"ES, TH"
6861,"The Stepping Stone, Inc.",1015 N WASHINGTON AVE,KS,67901,ES
6862,The Support Center,CONFIDENTIAL,WA,98841,ES
6869,Theresa Living Center,917 JESSAMINE AVE E,MN,55106,"RRH, TH"
6871,Three Oaks Center,46839 S SHANGRI LA DR,MD,20653,ES
6871,Three Oaks Center,46905 LEI DR,MD,20653,"ES, PSH, RRH"
6871,Three Oaks Center,PO BOX 776,MD,20653,"PSH, RRH"
6874,Tioga Co. Dept. of Human Services,63 3RD ST STE 209,PA,16933,TH
6877,Toledo Gospel,124 20TH ST,OH,43604,ES
6877,Toledo Gospel,1917 JEFFERSON AVE,OH,43604,ES
6878,Tompkins Community Action,308 N MEADOW ST,NY,14850,PSH
6878,Tompkins Community Action,309 S CORN ST,NY,14850,PSH
6878,Tompkins Community Action,324 N MEADOW ST,NY,14850,PSH
6885,Transitional Housing and Care Center,1 GATEHOUSE DR,PA,17821,TH
6888,"TLCS, Inc.",3131 PALMER ST,CA,95815,ES
6888,"TLCS, Inc.",650 HOWE AVE STE 400,CA,95825,PSH
6888,"TLCS, Inc.","650 HOWE AVE, STE 400A",CA,95825,PSH
6889,Transitional Living Services,10513 ILLINOIS ROUTE 47,IL,60034,TH
6889,Transitional Living Services,5330 W ELM ST,IL,60050,"RRH, TH"
6890,Transitional Living Services,5601 DOMINGO RD NE,NM,87108,PSH
6891,Transitional Services Associates,127 UNION STREET,NY,12866,PSH
6906,Trinity Community Ministries,21 BELL ST NE,GA,30303,"ES, TH"
6906,Trinity Community Ministries,2900 LANDRUM DRIVE,GA,30311,PSH
6909,Tri-Valley Opportunity Council,102 NORTH BROADWAY,MN,56716,PSH
6909,Tri-Valley Opportunity Council,1406 ERSKINE ST,MN,56716,TH
6909,Tri-Valley Opportunity Council,1825 CENTRAL AVE NW,MN,56721,RRH
6911,ARCH Services,404 ELM AVE SW,VA,24016,"ES, PSH"
6912,Truth Ministries,1910 E SPRAGUE AVE,WA,99202,ES
6917,Tuolumne County,20075 CEDAR ROAD,CA,95370,"ES, RRH"
6919,Turner Hill CDC,460 BIRNEY ST NE,GA,30060,TH
6926,Turning Point Interfaith Mission,40 E HIGH STREET,PA,17325,PSH
6929,Twin City Mission,410 S RANDOLPH AVE,TX,77803,ES
6932,Pinellas County Housing Authority,11479 ULMERTON RD,FL,33778,PSH
6934,U.S. Veterans Initiative,3400 GRAND AVE,AZ,85017,"SH, TH"
6934,U.S. Veterans Initiative,3507 N CENTRAL AVE,AZ,85013,TH
6934,U.S. Veterans Initiative,3507 N CENTRAL AVENUE,AZ,85013,SH
6934,U.S. Veterans Initiative,804 E JONES AVE,AZ,85040,OPH
6935,U.S. Veterans Initiative,1175 HOOKAHI ST,HI,96782,ES
6935,U.S. Veterans Initiative,1772 SHANGRILA STBLDG 37,HI,96707,ES
6935,U.S. Veterans Initiative,1772 SHANGRILA STREETBLDG 1772,HI,96707,PSH
6935,U.S. Veterans Initiative,2343 AMOKEMOKE ST,HI,96782,ES
6935,U.S. Veterans Initiative,459 PATTERSON ROAD,HI,96817,RRH
6935,U.S. Veterans Initiative,85-296 ALA HEMA ST,HI,96792,ES
6935,U.S. Veterans Initiative,85-638 FARRINGTON HWY,HI,96792,"ES, PSH, RRH"
6935,U.S. Veterans Initiative,86-260 KAM HWY,HI,96792,TH
6935,U.S. Veterans Initiative,91-1039 SHANGRILA ST,HI,96707,"ES, PSH, SH, TH"
6935,U.S. Veterans Initiative,91-1078 YORKTOWN ST,HI,96707,PSH
6935,U.S. Veterans Initiative,91-1096 YORKTOWN ST,HI,96707,TH
6939,Ulster County DSS,1061 DEVELOPMENT CT,NY,12401,ES
6942,Union Gospel Mission,1224 E TRENT AVE,WA,99202,ES
6942,Union Gospel Mission,1515 E ILLINOIS AVE,WA,99207,ES
6942,Union Gospel Mission,2828 W MALLON AVE,WA,99201,TH
6943,Union Gospel Mission,400 BANNON ST,CA,95811,ES
6943,Union Gospel Mission,400 BANNON STREET,CA,95811,TH
6944,Union Gospel Mission (King),1208 E SMITH ST,WA,98032,"ES, TH"
6944,Union Gospel Mission (King),318 2ND AVE EXT S,WA,98104,TH
6944,Union Gospel Mission (King),318 2ND AVENUE EXT S,WA,98104,"ES, TH"
6944,Union Gospel Mission (King),3800 S. OTHELLO ST.,WA,98118,TH
6944,Union Gospel Mission (King),3802 S OTHELLO ST,WA,98118,ES
6944,Union Gospel Mission (King),503 N 50TH ST,WA,98103,ES
6944,Union Gospel Mission (King),9028 18TH AVE SW,WA,98106,TH
6945,Union Gospel Mission,1321 E LANCASTER AVE,TX,76102,ES
6946,Union Mission Ministries,503 LEON SULLIVAN WAY,WV,25301,ES
6947,Union Rescue Mission,2800 N HILLSIDE,KS,67219,TH
6947,Union Rescue Mission,2800 N HILLSIDE ST,KS,67219,ES
6949,United Action for Youth (UAY),410 IOWA AVE,IA,52240,TH
6954,United Counseling Service,100 LEDGEHILL RD,VT,5201,"ES, TH"
6955,United Friends of the Children,10215-10231 RUOFF AVE.,CA,90604,TH
6955,United Friends of the Children,13931 COTEAU DR.,CA,90604,TH
6955,United Friends of the Children,200 S. MEDNIK AVE.,CA,90022,TH
6955,United Friends of the Children,7061 W MANCHESTER AVE,CA,90045,TH
6956,United Jewish Council,219 HENRY STREET,NY,10002,PSH
6958,United Methodist Open Door,402 E 2ND ST,KS,67202,RRH
6967,University Consultation and Treatment Center for M,690 E 147TH ST,NY,10455,PSH
6972,St. Paul's CDC,449 VAN HOUTEN ST,NJ,7501,PSH
6972,St. Paul's CDC,451 VAN HOUTEN ST,NJ,7501,ES
6973,St. Peter's Haven,380 CLIFTON AVE,NJ,7011,ES
6974,St. Petersburg Free Clinic,2151 CENTRAL AVE,FL,33713,TH
6974,St. Petersburg Free Clinic,431 11TH AVE S,FL,33701,ES
6974,St. Petersburg Free Clinic,814 4TH AVE N,FL,33701,TH
6978,St.Joseph's House of Hospitality,402 SOUTH AVE,NY,14620,ES
6983,The STAR Project,321 WELLINGTON AVE,WA,99362,RRH
6983,The STAR Project,321 WELLINGTON AVE,OR,99362,RRH
6989,Steadfast Housing Development Corporation,2007 KOMO MAI DR,HI,96782,PSH
6989,Steadfast Housing Development Corporation,759 AHUKINI ST,HI,96825,PSH
6989,Steadfast Housing Development Corporation,87-118 KAUKAMA RD,HI,96792,PSH
6989,Steadfast Housing Development Corporation,"888 IWILEI ROAD, SUITE 250",HI,96817,PSH
6989,Steadfast Housing Development Corporation,91-1075 SHANGRILA ST,HI,96707,"PSH, TH"
6990,STEHM,415 AND 417 S HARRISON ST,DE,19805,TH
6995,Stepping Stones Shelter,1070 COPPERSTONE CT,MD,20852,ES
6998,Steps House,752 BOGGS AVE,TN,37920,TH
6999,Steps to Recovery,4538 CROTON DR,FL,34652,"ES, PSH, TH"
7007,Safe Refuge,3125 E 7TH ST,CA,90804,TH
7008,Suburban Housing,1360 5TH AVE,NY,11706,PSH
7009,Sullivan County Department of Family Services,16 COMMUNITY LN,NY,12754,ES
7010,Sun Community Services,2317 LINCOLN ST,WA,98225,PSH
7010,Sun Community Services,515 EAST CHESTNUT,WA,98225,"ES, PSH"
7011,Sunday Breakfast Rescue Mission,302 N 13TH STREET,PA,19107,ES
7011,Sunday Breakfast Rescue Mission,5200 WAYNE AVENUE,PA,19144,TH
7013,Sunshine Rescue Mission,124 S SAN FRANCISCO ST,AZ,86001,ES
7013,Sunshine Rescue Mission,3 E COTTAGE AVE,AZ,86001,TH
7014,Support Ministries,31 6TH ST,NY,12188,PSH
7016,Sutter County CalWORKs,1445 VETERANS MEMORIAL CIRCLE,CA,95993,ES
7021,Tabor Community Services,105 E KING ST,PA,17602,"ES, PSH, TH"
7021,Tabor Community Services,308 E KING ST,PA,17602,PSH
7021,Tabor Community Services,308 E. KING ST,PA,17608,PSH
7022,The Rescue Mission,2909 S ADAMS ST,WA,98409,"ES, TH"
7022,The Rescue Mission,3202 S TYLER ST,WA,98409,"OPH, TH"
7022,The Rescue Mission,425 SOUTH TACOMA WAY,WA,98402,"ES, OPH"
7023,Talbot Interfaith Shelter,107 GOLDSBOROUGH ST,MD,21601,"ES, TH"
7029,Teen Challenge Inc.,CARR 167 INT KM 12.7 SECTOR OYOLABO BUENA VISTA,PR,957,ES
7031,Teen Shelter,1101 30TH ST,TX,76302,ES
7032,Telecare,505 CYPRESS AVE,CA,94080,PSH
7033,Tempe CAA,2424 S MILL AVE,AZ,85282,ES
7034,Temple Sinai,3100 MILITARY RD NW,DC,20015,TH
7035,Tenderloin Neighborhood Dev. Corporation,1038 MISSION ST,CA,94103,PSH
7035,Tenderloin Neighborhood Dev. Corporation,123 FRUIT LANE,CA,94102,PSH
7035,Tenderloin Neighborhood Dev. Corporation,1239 TURK STREET,,,PSH
7035,Tenderloin Neighborhood Dev. Corporation,126 HYDE STREET,CA,94102,PSH
7035,Tenderloin Neighborhood Dev. Corporation,141 EDDY ST,CA,94102,PSH
7035,Tenderloin Neighborhood Dev. Corporation,145 TAYLOR ST,CA,94102,PSH
7035,Tenderloin Neighborhood Dev. Corporation,201 EDDY STREET,CA,94102,PSH
7035,Tenderloin Neighborhood Dev. Corporation,216 EDDY ST,CA,94102,PSH
7035,Tenderloin Neighborhood Dev. Corporation,217 EDDY ST,CA,94102,PSH
7035,Tenderloin Neighborhood Dev. Corporation,220 GOLDEN GATE AVE,CA,94102,PSH
7035,Tenderloin Neighborhood Dev. Corporation,222 TAYLOR ST,CA,94102,PSH
7035,Tenderloin Neighborhood Dev. Corporation,2949 18TH ST,CA,94110,PSH
7035,Tenderloin Neighborhood Dev. Corporation,34 TURK ST,CA,94102,PSH
7035,Tenderloin Neighborhood Dev. Corporation,44 MCALLISTER ST,CA,94102,PSH
7035,Tenderloin Neighborhood Dev. Corporation,55 MASON ST,CA,94102,PSH
7035,Tenderloin Neighborhood Dev. Corporation,75 DORE ST,CA,94103,PSH
7035,Tenderloin Neighborhood Dev. Corporation,864 ELLIS ST,CA,94109,PSH
7038,Terrebonne Parish Consolidated Government,300 BOND ST,LA,70360,ES
7038,Terrebonne Parish Consolidated Government,809 BARROW STREET,LA,70360,RRH
7040,The ARC of North Carolina,5041 NEW CENTRE DRIVESUITE 100,NC,28403,PSH
7042,The Baltimore Station,140 W WEST ST,MD,21230,TH
7044,The Bridge for Homeless Youth,1111 W 22ND ST,MN,55405,TH
7044,The Bridge for Homeless Youth,1111 W 22ND STREET,MN,55406,ES
7047,The Cooperative Downtown Ministries,1501 3RD AVE N,AL,35203,ES
7047,The Cooperative Downtown Ministries,1639 13TH AVE N,AL,35204,SH
7047,The Cooperative Downtown Ministries,1825 15TH AVE N,AL,35234,TH
7047,The Cooperative Downtown Ministries,40 15TH TER NE,AL,35215,PSH
7048,The Damien Center,26 N ARSENAL AVE,IN,46201,"PSH, RRH"
7049,The Delores Project,1290 KING ST,CO,80204,ES
7051,The Empowerment Program,1600 YORK STREET,CO,80206,"ES, PSH"
7051,The Empowerment Program,1600 YORK STREET #101,CO,80206,PSH
7052,The Gathering Inn,11080 B AVENUE,CA,95603,ES
7052,The Gathering Inn,11442 E AVENUE,CA,95603,ES
7052,The Gathering Inn,201 BERKELEY AVE,CA,95678,ES
7053,The Gulf Coast Center,123 ROSENBERG ST,TX,77550,PSH
7056,The Haven of Grace,1225 WARREN ST,MO,63106,"ES, TH"
7058,The Inn Home,15023 SE LAURIE AVE,OR,97267,"PSH, TH"
7058,The Inn Home,8050 SE ROOTS RD,OR,97267,TH
7059,The Julian Center,3402 N MERIDIAN ST,IN,46208,PSH
7062,The Lazarus Project,1102 HICKORY ST,CA,95678,PSH
7064,The Lord's Place Inc.,1750 NE 4TH ST,FL,33435,"PSH, TH"
7064,The Lord's Place Inc.,2808 N AUSTRALIAN AVE,FL,33407,PSH
7064,The Lord's Place Inc.,4964 WEDGEWOOD WAY,FL,33417,"OPH, PSH"
7064,The Lord's Place Inc.,711 S J ST,FL,33460,TH
7064,The Lord's Place Inc.,PO BOX 3265,FL,33402,PSH
7068,Homefull,144 E HELENA ST,OH,45404,PSH
7068,Homefull,33 W 1ST ST,OH,45402,RRH
7068,Homefull,4100 W 3RD ST BLDG 412,OH,45428,PSH
7068,Homefull,5413 FISHER DRIVE,OH,45424,PSH
7068,Homefull,829 S GETTYSBURG AVE,OH,45417,PSH
7070,The Veterans Multi-Service Center,213-217 N. 4TH STREET,PA,19104,RRH
7070,The Veterans Multi-Service Center,700 W SOMERSET ST,PA,19133,RRH
7075,The Road Home,1003 E MIFFLIN ST,WI,53703,OPH
7077,The Salvation Army,101 W LINWOOD BLVD,MO,64111,"PSH, RRH"
7077,The Salvation Army,14700 E TRUMAN RD,MO,64050,ES
7077,The Salvation Army,6723 STATE AVE,KS,66102,"PSH, TH"
7078,The Salvation Army,107 S BROAD ST,NC,28052,ES
7079,The Salvation Army,1018 E GRAND ST,NJ,7201,"ES, PSH"
7080,The Salvation Army,213 N BREARLY ST,WI,53703,"RRH, TH"
7080,The Salvation Army,630 E WASHINGTON AVE,WI,53703,ES
7081,The Salvation Army,1500 AUSTIN ST,TX,77002,PSH
7081,The Salvation Army,1603 MCGOWEN,TX,77002,ES
7081,The Salvation Army,1603 MCGOWEN ST,TX,77004,ES
7081,The Salvation Army,1717 CONGRESS,TX,77002,TH
7081,The Salvation Army,1717 CONGRESS ST,TX,77002,ES
7081,The Salvation Army,2208 MAIN ST,TX,77002,RRH
7081,The Salvation Army,301 AVENUE E,TX,77301,ES
7082,The Salvation Army,101 WEST LINWOOD BLVD.,MO,64111,RRH
7083,Salvation Army,831 S BROOK ST,KY,40203,"ES, TH"
7083,Salvation Army,911 S BROOK ST,KY,40203,ES
7088,The Salvation Army,946 NEW HAMPSHIRE ST,KS,66044,PSH
7088,The Salvation Army,946 NEW HAMPSIRE,KS,66044,RRH
7089,The Salvation Army,10740 PAGE AVE,MO,63132,"ES, PSH, TH"
7092,The Salvation Army,409 N BROADWAY ST,TN,37917,ES
7092,The Salvation Army,409 NORTH BROADWAY,TN,37917,"RRH, TH"
7093,The Salvation Army,540 N ALABAMA ST,IN,46204,ES
7095,The Salvation Army,4300 E PAISANO DR,TX,79905,ES
7099,The Salvation Army,24140 MOUND RD,MI,48091,ES
7101,The Salvation Army,609 CHESTER STREET,CA,91203,TH
7101,The Salvation Army,613 E. CHESTER,CA,91203,PSH
7103,The Salvation Army - Davenport,301 W 6TH ST,IA,52803,ES
7106,The Salvation Army of Freeport,1618 N AVENUE J,TX,77541,ES
7107,The Salvation Army ATS,2950 MANOA ROAD,HI,96822,TH
7108,The Salvation Army Fayetteville,219 W 15TH ST,AR,72701,ES
7109,The Salvation Army Fort Worth,1855 E LANCASTER AVE,TX,76103,"ES, PSH, RRH"
7111,The Salvation Army Little Rock,1111 W MARKHAM ST,AR,72201,ES
7114,The Servant Center,1312 LEXINGTON AVE,NC,27403,"PSH, TH"
7120,Third Level Crisis Intervention Center,1022 E FRONT ST,MI,49686,ES
7120,Third Level Crisis Intervention Center,1022 EAST FRONT STREET,MI,49686,TH
7121,Thomas House,12601 MORNINGSIDE AVE #6,CA,92843,TH
7123,Thresholds Inc.,1919 MAIN ST,IL,60160,SH
7123,Thresholds Inc.,4010 N RAVENSWOOD,IL,60613,PSH
7123,Thresholds Inc.,4101 N RAVENSWOOD AVE,IL,60613,"PSH, RRH"
7123,Thresholds Inc.,4570 CHURCH ST,IL,60076,PSH
7125,Thurman Brisben Center,471 CENTRAL RD,VA,22401,ES
7126,The Interfaith Association of NW Washington,16800 27TH AVE NE,WA,98271,RRH
7126,The Interfaith Association of NW Washington,2520 CEDAR ST,WA,98201,ES
7126,The Interfaith Association of NW Washington,PO BOX 12824,WA,98206,RRH
7129,Transitions Mental Health Association (T-MHA),1306 NIPOMO ST,CA,93401,PSH
7129,Transitions Mental Health Association (T-MHA),1511 OSOS ST,CA,93401,TH
7129,Transitions Mental Health Association (T-MHA),784 HIGH ST,CA,93401,"OPH, PSH"
7132,Topeka Rescue Mission,600 N KANSAS AVE,KS,66608,ES
7135,Townspeople,4080 CENTRE ST,CA,92103,ES
7135,Townspeople,4080 CENTRE ST.SUITE 201,CA,92103,PSH
7135,Townspeople,4080 CENTRE STREETSUITE 201,CA,92103,ES
7135,Townspeople,4242 51ST ST,CA,92115,PSH
7136,Training & Treatment Innovations,2301 E MICHIGAN AVE,MI,49202,RRH
7136,Training & Treatment Innovations,2301 E. MICHIGAN AVE.,MI,49202,PSH
7137,Transition House,700 ASP AVE,OK,73069,TH
7138,Transition House,3030 DE LA VINA ST,CA,93105,TH
7138,Transition House,320 S SALINAS ST,CA,93103,OPH
7138,Transition House,425 E COTA ST,CA,93101,"OPH, RRH"
7138,Transition House,434 E ORTEGA ST,CA,93101,ES
7144,Hope Atlanta,501 AUGUSTA DR SE,GA,30067,TH
7151,Tri-County Human Services Inc,1815 CRYSTAL LAKE DRIVE,FL,33801,PSH
7152,Tri-County Oppurtunites Council,405 EMMONS AVE,IL,61071,PSH
7156,Trinity Services,2014 E WASHINGTON ST,IL,60433,"PSH, RRH"
7157,Triple C Housing,191 REDMOND ST,NJ,8901,PSH
7162,Tulare County HHSA/Mental Health,628 E TULARE AVE,CA,93292,TH
7162,Tulare County HHSA/Mental Health,657 E TULARE AVE APT A,CA,93292,PSH
7163,Tulsa County Social Services,102 N DENVER AVE,OK,74103,ES
7164,Tulsa Day Center for the Homeless,4104 S 130 EAST AVE,OK,74134,PSH
7164,Tulsa Day Center for the Homeless,415 W ARCHER ST,OK,74103,"ES, RRH"
7164,Tulsa Day Center for the Homeless,415 W ARCHER STREET,OK,74103,RRH
7164,Tulsa Day Center for the Homeless,727 S HUDSON AVE,OK,74112,PSH
7166,Tumbleweed,505 N 24TH ST,MT,59101,TH
7166,Tumbleweed,505 N. 24TH ST,MT,59501,ES
7172,Turning Point,1001 NEEDHAM ST,CA,95354,PSH
7172,Turning Point,609 5TH ST,CA,95351,ES
7175,Turning Point Discipleship Outreach Ministries Inc,715 HENRY ST,NY,11231,PSH
7176,Turning Point Foundation,1065 E MAIN ST,CA,93001,RRH
7176,Turning Point Foundation,3750 OLIVAS PARK DRIVE,CA,93001,TH
7176,Turning Point Foundation,43 E VINCE ST,CA,93001,TH
7176,Turning Point Foundation,536 E THOMPSON BLVD,CA,93001,"PSH, SH"
7176,Turning Point Foundation,622 W WOOLEY RD,CA,93030,PSH
7176,Turning Point Foundation,830-832 W. WOOLEY ROAD,CA,93030,PSH
7179,Twin Cities Rescue Mission,940 14TH ST,CA,95901,ES
7186,Uintah Basin Association of Governments,10 E 100 N,UT,84066,"RRH, TH"
7186,Uintah Basin Association of Governments,330 E 100 S,UT,84066,RRH
7193,Union Mission,120 FAHM ST,GA,31401,"ES, TH"
7193,Union Mission,1407 ATLANTIC AVENUE/BARNES CENTER,GA,31404,PSH
7193,Union Mission,1407 E 41ST ST,GA,31404,ES
7193,Union Mission,9611 MIDDLEGROUND RD,GA,31406,PSH
7194,Union Mission,5100 E VIRGINIA BEACH BLVD,VA,23502,"ES, TH"
7196,Union Rescue Mission,16 QUEEN CITY PAVEMENT,MD,21502,ES
7197,Union Rescue Mission,3001 CONFEDERATE BLVD,AR,72206,ES
7198,United Bronx Parents,773 PROSPECT AVENUE,NY,10455,PSH
7204,United States Veterans Initiative,2001 RIVER AVENUE,CA,90810,"PSH, TH"
7204,United States Veterans Initiative,2111 W WILLIAMS STREET,CA,90810,PSH
7204,United States Veterans Initiative,2160 W WILLIAMS STREET,CA,90810,TH
7204,United States Veterans Initiative,2221 W WILLIAMS STREET,CA,90810,TH
7204,United States Veterans Initiative,2281 W WILLIAMS ST.,CA,90810,TH
7204,United States Veterans Initiative,2281 W WILLIAMS STREET,CA,90810,TH
7204,United States Veterans Initiative,5571 ORANGE AVENUE,CA,90805,ES
7206,United Veterans Beacon House,111 HENRY ST,NY,11550,PSH
7206,United Veterans Beacon House,115 HENRY ST,NY,11550,PSH
7206,United Veterans Beacon House,133 CLINTON AVE,NY,11772,ES
7206,United Veterans Beacon House,1664 ELSIE LN,NY,11706,PSH
7206,United Veterans Beacon House,1715 UNION BLVD,NY,11706,"PSH, TH"
7206,United Veterans Beacon House,200 BAY SHORE RD,NY,11706,ES
7206,United Veterans Beacon House,222 CALEBS PATH,NY,11717,ES
7206,United Veterans Beacon House,224 PATCHOGUE AVE,NY,11950,PSH
7206,United Veterans Beacon House,2646 UNION BLVD,NY,11751,SH
7206,United Veterans Beacon House,31 NOSTRAND AVE,NY,11717,PSH
7206,United Veterans Beacon House,32 RIDGE AVE,NY,11722,PSH
7206,United Veterans Beacon House,351 PULASKI RD,NY,11754,PSH
7206,United Veterans Beacon House,40 DEPOT RD,NY,11746,PSH
7206,United Veterans Beacon House,456 TAYLOR AVE,NY,11772,ES
7206,United Veterans Beacon House,49 MAPLE AVE,NY,11772,PSH
7206,United Veterans Beacon House,515 LENOX AVE,NY,11772,ES
7206,United Veterans Beacon House,525 WAVERLY AVE,NY,11772,ES
7206,United Veterans Beacon House,54 PINE ST,NY,11520,PSH
7206,United Veterans Beacon House,7 S 28TH ST,NY,11798,ES
7206,United Veterans Beacon House,717 PARK AVE,NY,11743,PSH
7206,United Veterans Beacon House,79 MIDDLEVILLE RD,NY,11768,ES
7206,United Veterans Beacon House,83 COMMONWEALTH DR,NY,11798,PSH
7206,United Veterans Beacon House,911 OSTRANDER AVE,NY,11901,ES
7208,UPMC Presbyterian Shadyside,5231 PENN AVE,PA,15224,"PSH, RRH"
7208,UPMC Presbyterian Shadyside,8701 BRICELYN ST,PA,15221,PSH
7211,Urban League of Seattle,8502 WALLINGFORD AVE N,WA,98103,TH
7212,Urban Ministries of Durham,412 LIBERTY ST,NC,27701,"ES, RRH"
7218,United States Veterans Initiative,2566 SHERWOOD ST,NV,89109,PSH
7218,United States Veterans Initiative,525 E BONANZA,NV,89107,RRH
7218,United States Veterans Initiative,525 E BONANZA RD,NV,89101,"PSH, TH"
7218,United States Veterans Initiative,525 E. BONANZA,NV,89107,OPH
7224,Vail Place,2720 LOUISIANA CT S,MN,55426,PSH
7224,Vail Place,919 12TH AVE SE,MN,55414,TH
7226,Valley CDC,1 N MAIN ST,MA,1062,PSH
7226,Valley CDC,98 KING STREET,MA,1060,PSH
7227,Valley Mission,109 LEW DEWITT BLVD,VA,22980,ES
7228,Valley Residential Services (VRS),1175 AIRWAY CIRCLE,AK,99654,PSH
7228,Valley Residential Services (VRS),401 N YENLO ST.,AK,99654,PSH
7229,Valley Residential Services,240 BUSH ST.,WA,99362,TH
7229,Valley Residential Services,240 BUSH ST.,OR,99362,TH
7230,Valley Teen Ranch,4764 N AUGUSTA ST,CA,93726,TH
7231,Valley Village,20830 SHERMAN WY.,CA,91306,PSH
7232,Vanessa Scott,2406 LA SALLE AVE,NY,14301,TH
7236,Ventura County Rescue Mission,234 E 6TH ST,CA,93030,ES
7249,Saint Louise House,2104 BERKETT DR,TX,78745,OPH
7254,VIP Community Services,1310 MORRIS AVE,NY,10456,PSH
7254,VIP Community Services,1790 CLINTON AVE,NY,10457,PSH
7254,VIP Community Services,1870 CROTONA AVE,NY,10457,PSH
7254,VIP Community Services,2031 HUGHES AVE.,NY,10457,PSH
7254,VIP Community Services,946 COLLEGE AVE,NY,10456,PSH
7254,VIP Community Services,973 REV. JAMES POLITE,NY,10456,PSH
7256,Virginia Supportive Housing,1315 W CLAY ST,VA,23220,OPH
7256,Virginia Supportive Housing,2123 W CLAY ST,VA,23219,PSH
7256,Virginia Supportive Housing,4909 CHAMBERLAYNE AVE,VA,23227,PSH
7256,Virginia Supportive Housing,5008 MONUMENT AVE,VA,23230,"OPH, PSH, RRH"
7256,Virginia Supportive Housing,5409 HULL STREET RD,VA,23224,OPH
7256,Virginia Supportive Housing,8002 DISCOVERY DR,VA,23229,PSH
7256,Virginia Supportive Housing,8002 DISCOVERY DR. #201,VA,23229,PSH
7258,Vision House,19610 20TH AVE NE,WA,98155,TH
7258,Vision House,450 BREMERTON AVE NE,WA,98059,TH
7259,VOA of North Louisiana,2531 CRESWELL AVE,LA,71104,TH
7259,VOA of North Louisiana,360 JORDAN ST,LA,71101,"PSH, RRH"
7259,VOA of North Louisiana,725 JORDAN ST,LA,71101,ES
7260,Volunteers of America,1075 WEBSTER AVE,NY,10456,PSH
7260,Volunteers of America,1138 WASHINGTON AVE,NY,10025,PSH
7260,Volunteers of America,1150 COMMONWEALTH AVE,NY,10472,PSH
7260,Volunteers of America,1381 EAST NEW YORK AVE,NY,11212,PSH
7260,Volunteers of America,22 E. 119TH ST.,NY,10035,PSH
7260,Volunteers of America,2382 CRESTON AVE,NY,10468,PSH
7260,Volunteers of America,305 WEST 97TH ST,NY,10025,PSH
7260,Volunteers of America,331 EAST 12TH ST,NY,10003,PSH
7260,Volunteers of America,349 EAST 149TH STREET,NY,10459,"PSH, RRH"
7260,Volunteers of America,50 WEST MT. EDEN AVE,NY,10452,PSH
7260,Volunteers of America,560 W. 165TH ST,NY,10032,PSH
7260,Volunteers of America,592 WALES AVENUE,NY,10455,PSH
7261,Volunteers of America,1016 N SUPERIOR ST,WA,99202,TH
7261,Volunteers of America,111 W 3RD AVE,WA,99201,"ES, PSH"
7261,Volunteers of America,12 E 5TH AVE,WA,99202,PSH
7261,Volunteers of America,201 W 2ND AVE,WA,99201,PSH
7261,Volunteers of America,2236 W PACIFIC AVE,WA,99201,TH
7261,Volunteers of America,2311 E BOONE AVE,WA,99202,PSH
7261,Volunteers of America,3128 N HEMLOCK ST,WA,99205,TH
7261,Volunteers of America,407 S MAPLE ST,WA,99201,TH
7261,Volunteers of America,525 W 2ND AVE,WA,99201,"ES, PSH, RRH, TH"
7262,Volunteers of America-Main,1810 NW 6TH STREET STE. A,FL,32601,RRH
